Station ID,Latitude,Longitude,City,Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS00203,-33.701565,18.55943, Stuttgart,6:00-22:00,16.61,51,EVgo,150,CHAdeMO,2018,Yes,3.2,2,Quarterly
EVS00204,-33.891384,18.420943, Stuttgart,9:00-18:00,4.28,81,ChargePoint,22,Type 2,2011,Yes,3.9,3,Annually
EVS00205,43.740446,-79.416778, Stuttgart,6:00-22:00,6.97,78,ChargePoint,22,CHAdeMO,2020,Yes,3,6,Annually
EVS00206,19.597756,-99.043345, München,24-Jul,18.6,66,Greenlots,50,CCS,2012,Yes,4.4,4,Annually
EVS00207,52.541805,13.322045, Berlin,9:00-18:00,2.03,16,Ionity,350,"Type 2, Tesla",2023,Yes,4.1,5,Annually
EVS00208,39.945845,116.403545, Leipzig,6:00-22:00,17.98,92,Greenlots,50,Tesla,2010,No,4.2,3,Annually
EVS00209,-33.781737,151.240717, München,9:00-18:00,19.41,69,Tesla,350,"Type 2, CCS",2017,Yes,4.1,10,Annually
EVS00210,19.073252,72.877056, Leipzig,24-Jul,4.19,70,Tesla,350,CHAdeMO,2010,No,3.4,3,Quarterly
EVS00211,38.12088,115.97817, Köln,24-Jul,7.52,43,Greenlots,50,"Tesla, Type 2",2014,Yes,3.5,4,Monthly
EVS00212,55.71259,37.530612, Hamburg,24-Jul,5.35,32,EVgo,350,"Type 2, CHAdeMO",2011,No,4.8,10,Monthly
EVS00213,41.968499,-87.722968, Hamburg,24-Jul,10.63,32,Ionity,22,"Type 2, Tesla",2018,Yes,4.7,1,Monthly
EVS00214,19.587109,-99.138539, München,6:00-22:00,14.17,52,Greenlots,150,"Type 2, CHAdeMO",2015,Yes,4.2,3,Monthly
EVS00215,37.788542,-122.324005, Stuttgart,9:00-18:00,12.98,30,ChargePoint,22,"Tesla, Type 2",2011,No,3.7,6,Annually
EVS00216,13.762907,100.468836, Berlin,6:00-22:00,7.95,90,EVgo,22,Tesla,2013,Yes,3.9,9,Monthly
EVS00217,37.588369,126.921526, Stuttgart,24-Jul,15.99,94,EVgo,22,Type 2,2019,No,3.4,4,Monthly
EVS00218,19.497339,-99.185746, München,24-Jul,2.9,65,Ionity,150,CCS,2014,No,4.8,2,Annually
EVS00219,37.843346,-122.338399, Stuttgart,9:00-18:00,16.3,71,ChargePoint,150,"Tesla, CHAdeMO",2021,No,4.6,5,Quarterly
EVS00220,25.210258,55.346141, Köln,6:00-22:00,13.84,93,Tesla,350,"Tesla, Type 2",2010,No,3,9,Annually
EVS00221,81.886622,-43.849635, Berlin,6:00-22:00,14.6,73,EVgo,150,Type 2,2023,Yes,4.1,9,Annually
EVS00222,52.54231,13.309848, Berlin,9:00-18:00,9.55,49,Ionity,150,Type 2,2023,No,4.7,5,Quarterly
EVS00223,43.758918,-79.407208, Stuttgart,6:00-22:00,13.18,40,EVgo,150,"Type 2, CHAdeMO",2020,Yes,4,4,Monthly
EVS00224,25.248905,55.225362, Köln,9:00-18:00,10.57,63,EVgo,22,Tesla,2017,Yes,4,1,Quarterly
EVS00225,37.547787,126.939294, Stuttgart,9:00-18:00,7.24,19,ChargePoint,22,Type 2,2010,Yes,4.6,8,Monthly
EVS00226,13.76758,100.486263, Berlin,6:00-22:00,15.4,70,Greenlots,350,"CHAdeMO, CCS",2019,Yes,4.3,5,Quarterly
EVS00227,37.547658,126.915145, Stuttgart,9:00-18:00,5.68,43,EVgo,22,CCS,2017,Yes,4.5,2,Annually
EVS00228,-33.823268,151.232562, München,9:00-18:00,12.13,92,Greenlots,22,CHAdeMO,2019,Yes,4.9,3,Quarterly
EVS00229,19.468829,-99.130994, München,24-Jul,15.25,49,Tesla,22,CHAdeMO,2020,Yes,3.6,2,Monthly
EVS00230,19.443801,-99.147814, München,9:00-18:00,15.67,45,Ionity,22,Tesla,2010,Yes,3.9,3,Monthly
EVS00231,-84.73177,-63.29619, Köln,24-Jul,2.77,60,Greenlots,22,"CCS, Tesla",2018,Yes,4.6,7,Annually
EVS00232,41.871045,-87.696168, Hamburg,6:00-22:00,8.58,41,EVgo,50,"Type 2, Tesla",2010,No,3.4,6,Quarterly
EVS00233,-33.710764,18.438451, Stuttgart,24-Jul,0.9,56,Ionity,350,CCS,2019,No,3.6,4,Monthly
EVS00234,-33.829813,18.429813, Stuttgart,6:00-22:00,6.75,98,Ionity,50,CHAdeMO,2016,No,4.6,3,Monthly
EVS00235,39.872016,116.34164, Leipzig,9:00-18:00,5.59,72,ChargePoint,22,"Type 2, Tesla",2021,No,3.9,3,Annually
EVS00236,37.640026,127.005849, Stuttgart,6:00-22:00,13.19,20,EVgo,22,CCS,2020,Yes,3.1,6,Annually
EVS00237,37.600456,126.979585, Stuttgart,9:00-18:00,10.03,41,Tesla,50,"Type 2, Tesla",2023,Yes,4.8,9,Quarterly
EVS00238,37.561871,127.092221, Stuttgart,9:00-18:00,16.23,98,Tesla,150,Tesla,2019,No,4.7,6,Monthly
EVS00239,34.128264,-118.311889,Frankfurt,9:00-18:00,12.95,94,Ionity,150,Tesla,2014,Yes,3.2,8,Quarterly
EVS00240,34.177621,-118.305489,Frankfurt,9:00-18:00,5.95,23,Ionity,22,"Type 2, CHAdeMO",2022,Yes,4.8,3,Monthly
EVS00241,-86.59932,-161.131751, Köln,6:00-22:00,5.66,67,Greenlots,350,CCS,2011,Yes,4.8,3,Quarterly
EVS00242,43.734902,-79.41759, Stuttgart,6:00-22:00,8.91,50,Ionity,50,"Tesla, CHAdeMO",2013,Yes,4.8,10,Monthly
EVS00243,55.838418,37.513429, Hamburg,9:00-18:00,14.77,40,EVgo,350,CCS,2013,No,3.7,6,Annually
EVS00244,34.080718,-118.301171,Frankfurt,6:00-22:00,12.34,89,ChargePoint,50,"Type 2, CHAdeMO",2013,No,4.9,1,Monthly
EVS00245,37.830896,-122.390708, Stuttgart,6:00-22:00,7.96,17,ChargePoint,150,Tesla,2020,Yes,4.9,3,Annually
EVS00246,25.348174,55.20068, Köln,6:00-22:00,3.26,25,Greenlots,350,Type 2,2017,Yes,4.5,7,Quarterly
EVS00247,34.105927,-118.212816,Frankfurt,9:00-18:00,11.8,10,EVgo,50,Type 2,2015,No,3.4,6,Monthly
EVS00248,19.144849,72.898404, Leipzig,6:00-22:00,10.95,92,Tesla,150,"CCS, Type 2",2012,Yes,3.5,7,Quarterly
EVS00249,13.777659,100.465865, Berlin,9:00-18:00,18.59,11,Greenlots,22,CCS,2017,No,5,5,Monthly
EVS00250,37.703572,-122.444391, Stuttgart,6:00-22:00,19.44,31,ChargePoint,50,Tesla,2010,Yes,4.4,10,Annually
EVS00251,78.74773,-132.392406, Köln,9:00-18:00,13.59,53,EVgo,22,"CHAdeMO, Tesla",2019,No,4.1,9,Monthly
EVS00252,37.685383,126.958694, Stuttgart,9:00-18:00,18.15,81,Tesla,350,"Tesla, Type 2",2010,Yes,3.2,7,Monthly
EVS00253,37.632277,127.004627, Stuttgart,24-Jul,3.83,89,Ionity,50,"Tesla, Type 2",2022,No,3.3,8,Quarterly
EVS00254,52.508405,13.333464, Berlin,9:00-18:00,4.98,54,ChargePoint,150,CCS,2015,No,5,1,Quarterly
EVS00255,19.404685,-99.127439, München,24-Jul,4.54,93,EVgo,350,CHAdeMO,2018,Yes,4.7,10,Annually
EVS00256,39.941392,116.25923, Leipzig,24-Jul,18.45,21,ChargePoint,50,"CHAdeMO, Tesla",2016,Yes,3.5,5,Quarterly
EVS00257,13.722264,100.567829, Berlin,24-Jul,19.91,49,Tesla,22,CHAdeMO,2011,No,4,3,Quarterly
EVS00258,25.265093,55.226448, Köln,9:00-18:00,16.26,30,Ionity,150,"Tesla, Type 2",2020,No,3.5,2,Annually
EVS00259,19.058959,72.900589, Leipzig,24-Jul,19.58,13,EVgo,350,CHAdeMO,2012,No,3.9,4,Quarterly
EVS00260,-23.510628,-46.569964, Frankfurt,6:00-22:00,3.68,63,Ionity,22,"Tesla, CHAdeMO",2023,Yes,4.4,2,Annually
EVS00261,28.281488,-125.849439, Stuttgart,9:00-18:00,3.99,49,EVgo,50,CCS,2016,No,4.6,6,Quarterly
EVS00262,-33.721297,151.338581, München,9:00-18:00,17.13,77,ChargePoint,50,"CCS, CHAdeMO",2022,Yes,3.5,3,Annually
EVS00263,37.52891,126.959773, Stuttgart,9:00-18:00,4.88,30,Greenlots,50,"CCS, CHAdeMO",2022,Yes,3.5,3,Monthly
EVS00264,18.973531,72.909859, Leipzig,9:00-18:00,3.69,81,EVgo,50,CHAdeMO,2020,Yes,3.7,6,Monthly
EVS00265,52.555114,13.301449, Berlin,24-Jul,19.99,55,Tesla,350,CHAdeMO,2021,No,5,9,Annually
EVS00266,25.283727,55.332696, Köln,6:00-22:00,19.31,83,EVgo,150,"CCS, Tesla",2020,Yes,3.5,5,Quarterly
EVS00267,52.513884,13.34218, Berlin,9:00-18:00,10.33,94,EVgo,50,"Tesla, CHAdeMO",2022,No,4.4,2,Monthly
EVS00268,34.096886,-118.312036,Frankfurt,6:00-22:00,4.69,53,Ionity,50,Tesla,2021,No,4,10,Annually
EVS00269,39.93656,116.409142, Leipzig,24-Jul,5.66,75,Tesla,50,Type 2,2014,Yes,4.3,8,Annually
EVS00270,18.917156,72.936819, Leipzig,9:00-18:00,13.77,20,Ionity,150,CCS,2018,No,4,1,Monthly
EVS00271,6.75617,79.80785, Hamburg,6:00-22:00,6.52,94,ChargePoint,50,CHAdeMO,2012,No,3.5,4,Annually
EVS00272,41.815772,-87.730727, Hamburg,9:00-18:00,10.65,57,Ionity,22,"CHAdeMO, Type 2",2017,Yes,4.7,2,Monthly
EVS00273,19.466545,-99.16205, München,24-Jul,9.92,74,EVgo,22,"CCS, Tesla",2014,No,3.3,9,Annually
EVS00274,-23.602488,-46.636511, Frankfurt,6:00-22:00,16.56,71,Greenlots,50,CHAdeMO,2018,No,4.8,7,Quarterly
EVS00275,34.028378,-118.297633,Frankfurt,9:00-18:00,8.19,24,Greenlots,22,"CHAdeMO, CCS",2011,Yes,4.1,5,Monthly
EVS00276,19.532421,-99.126077, München,9:00-18:00,16.13,22,Tesla,22,"CCS, Type 2",2020,Yes,3.8,5,Annually
EVS00277,25.235701,55.351914, Köln,6:00-22:00,13.94,82,Greenlots,50,"Type 2, CCS",2011,Yes,3.8,5,Annually
EVS00278,18.944316,72.890218, Leipzig,24-Jul,3.84,98,EVgo,150,Tesla,2020,No,3.2,2,Quarterly
EVS00279,52.516503,13.495058, Berlin,6:00-22:00,9.33,61,Greenlots,22,CCS,2014,Yes,4.5,7,Quarterly
EVS00280,34.170605,-118.35924,Frankfurt,6:00-22:00,17.41,43,EVgo,350,"CHAdeMO, CCS",2021,No,4.5,7,Annually
EVS00281,26.820762,-144.266635, Berlin,9:00-18:00,2.04,48,EVgo,150,Type 2,2017,Yes,3.8,5,Annually
EVS00282,55.759832,37.610333, Hamburg,6:00-22:00,13.15,91,EVgo,350,"Type 2, CHAdeMO",2017,Yes,3.9,7,Annually
EVS00283,13.700548,100.51139, Berlin,24-Jul,6.03,96,Greenlots,50,CHAdeMO,2023,Yes,3.3,3,Quarterly
EVS00284,55.835176,37.526395, Hamburg,9:00-18:00,15.13,81,Greenlots,22,"Type 2, CHAdeMO",2019,No,3.1,4,Monthly
EVS00285,41.977913,-87.652395, Hamburg,9:00-18:00,12.25,72,ChargePoint,22,"CCS, CHAdeMO",2017,No,4.9,4,Quarterly
EVS00286,55.854326,37.572693, Hamburg,24-Jul,9.14,96,Ionity,22,"Tesla, CHAdeMO",2015,No,4.3,2,Quarterly
EVS00287,-33.78429,18.550749, Stuttgart,24-Jul,12.97,60,Ionity,22,Type 2,2017,No,5,9,Quarterly
EVS00288,-33.825147,18.503257, Stuttgart,6:00-22:00,7.47,87,ChargePoint,50,CHAdeMO,2017,No,3.7,8,Quarterly
EVS00289,43.631596,-79.39388, Stuttgart,6:00-22:00,15.56,41,Tesla,150,"Type 2, CCS",2021,No,4.4,2,Annually
EVS00290,37.547003,127.093911, Stuttgart,9:00-18:00,7.03,45,ChargePoint,50,CCS,2015,Yes,4.9,7,Monthly
EVS00291,38.047158,-123.505751, Frankfurt,6:00-22:00,8.49,38,Tesla,22,Tesla,2011,Yes,3.2,4,Annually
EVS00292,34.05811,-118.349106,Frankfurt,6:00-22:00,3.95,28,Greenlots,150,Type 2,2021,Yes,3.9,1,Annually
EVS00293,19.594068,-99.077188, München,9:00-18:00,16.52,50,ChargePoint,150,CHAdeMO,2014,Yes,4.5,2,Quarterly
EVS00294,43.749501,-79.452007, Stuttgart,9:00-18:00,12.75,73,Greenlots,350,Type 2,2017,No,3.6,9,Annually
EVS00295,41.96516,-87.643955, Hamburg,24-Jul,18.45,59,EVgo,22,CCS,2021,No,3.1,8,Annually
EVS00296,41.813587,-87.766195, Hamburg,9:00-18:00,14.98,96,Greenlots,350,CHAdeMO,2018,No,4.6,5,Monthly
EVS00297,19.059683,72.86582, Leipzig,6:00-22:00,1.82,75,ChargePoint,350,Tesla,2015,No,4.6,9,Quarterly
EVS00298,39.966761,116.389455, Leipzig,24-Jul,1.17,34,EVgo,22,"Tesla, Type 2",2014,Yes,3.8,6,Monthly
EVS00299,-23.577463,-46.562364, Frankfurt,9:00-18:00,19.97,18,EVgo,350,"CCS, CHAdeMO",2022,Yes,4.1,9,Quarterly
EVS00300,39.839556,116.342671, Leipzig,24-Jul,11.71,32,Ionity,22,CHAdeMO,2011,Yes,3.1,9,Annually
EVS00301,31.921604,-154.677102, Köln,6:00-22:00,8.22,94,Tesla,50,CCS,2014,Yes,3.8,10,Annually
EVS00302,18.916293,72.972163, Leipzig,9:00-18:00,11.64,71,Tesla,350,CCS,2011,Yes,4,6,Annually
EVS00303,41.995282,-87.704411, Hamburg,6:00-22:00,1.56,39,EVgo,350,"CCS, Type 2",2016,No,3.9,10,Monthly
EVS00304,19.534324,-99.127838, München,6:00-22:00,18.9,86,Tesla,22,Type 2,2019,No,3.9,9,Annually
EVS00305,-33.820047,18.482003, Stuttgart,9:00-18:00,0.55,39,Ionity,22,"Tesla, CCS",2018,No,3.2,4,Annually
EVS00306,39.863928,116.308, Leipzig,6:00-22:00,6.91,40,Greenlots,22,"Type 2, CCS",2016,No,3.9,6,Quarterly
EVS00307,19.524305,-99.130166, München,6:00-22:00,12.41,49,EVgo,350,"Type 2, CHAdeMO",2014,No,3.5,10,Monthly
EVS00308,41.95305,-87.651979, Hamburg,6:00-22:00,5.45,64,ChargePoint,50,"Type 2, CCS",2016,No,3.2,2,Monthly
EVS00309,43.608321,-79.362902, Stuttgart,6:00-22:00,0.57,60,Ionity,50,"CHAdeMO, Type 2",2018,Yes,3.7,6,Monthly
EVS00310,19.145423,72.8684, Leipzig,6:00-22:00,13.72,10,EVgo,350,"CCS, CHAdeMO",2022,Yes,3,7,Quarterly
EVS00311,53.587489,29.812447, Hamburg,6:00-22:00,12.26,86,ChargePoint,350,Type 2,2022,No,3.9,2,Monthly
EVS00312,41.996666,-87.679883, Hamburg,6:00-22:00,13.45,13,Tesla,50,"CCS, CHAdeMO",2017,No,3,10,Quarterly
EVS00313,52.591553,13.486425, Berlin,24-Jul,2.92,69,Ionity,350,CCS,2018,No,4.2,4,Annually
EVS00314,41.893824,-87.733377, Hamburg,6:00-22:00,1.01,44,Ionity,350,"Type 2, Tesla",2010,Yes,3.2,3,Monthly
EVS00315,18.916562,72.922015, Leipzig,6:00-22:00,10.08,36,Ionity,50,"CCS, Type 2",2015,Yes,3.3,3,Annually
EVS00316,37.627117,126.902079, Stuttgart,24-Jul,1.94,74,Greenlots,150,"Type 2, CCS",2014,No,4.9,9,Monthly
EVS00317,18.942605,72.947577, Leipzig,24-Jul,8.07,78,Ionity,350,Type 2,2011,No,4.2,6,Monthly
EVS00318,39.893132,116.235863, Leipzig,24-Jul,5.88,73,EVgo,150,"Type 2, Tesla",2021,No,4,9,Monthly
EVS00319,55.721891,37.568716, Hamburg,24-Jul,8.62,13,Tesla,350,"CCS, Type 2",2021,No,3.4,8,Annually
EVS00320,-33.725184,18.596981, Stuttgart,9:00-18:00,7.79,27,ChargePoint,50,CHAdeMO,2015,No,4.7,7,Monthly
EVS00321,-34.439497,-100.76587, Hamburg,24-Jul,7.37,29,ChargePoint,150,"Tesla, Type 2",2019,No,5,10,Annually
EVS00322,39.900986,116.48172, Leipzig,6:00-22:00,4.74,94,EVgo,150,"CHAdeMO, Tesla",2016,Yes,4.2,1,Annually
EVS00323,13.714083,100.508727, Berlin,6:00-22:00,8.44,41,EVgo,150,"CHAdeMO, CCS",2013,Yes,4,1,Annually
EVS00324,37.785816,-122.390528, Stuttgart,9:00-18:00,2.76,20,ChargePoint,350,"Tesla, CHAdeMO",2011,Yes,4.3,8,Annually
EVS00325,34.019763,-118.201201,Frankfurt,24-Jul,11.79,98,Ionity,150,CHAdeMO,2010,No,3.7,1,Annually
EVS00326,41.949205,-87.649623, Hamburg,9:00-18:00,16.48,30,Tesla,50,"CCS, Type 2",2011,Yes,4.5,4,Monthly
EVS00327,34.101758,-118.327807,Frankfurt,6:00-22:00,16.48,36,EVgo,150,Tesla,2016,No,4.9,4,Monthly
EVS00328,-23.590903,-46.57098, Frankfurt,6:00-22:00,9.9,59,Tesla,22,Tesla,2018,Yes,3.3,3,Monthly
EVS00329,13.730247,100.431437, Berlin,6:00-22:00,10.34,98,EVgo,50,Type 2,2013,No,4.4,3,Quarterly
EVS00330,19.474591,-99.11545, München,24-Jul,14.48,23,Tesla,150,"Tesla, Type 2",2010,No,4.3,9,Annually
EVS00331,75.525967,13.354648, Hamburg,24-Jul,10.27,47,Greenlots,350,"CCS, CHAdeMO",2013,Yes,4.8,1,Quarterly
EVS00332,55.793812,37.688113, Hamburg,9:00-18:00,16.38,55,Ionity,22,"CCS, CHAdeMO",2015,No,3.4,1,Monthly
EVS00333,34.032266,-118.245019,Frankfurt,9:00-18:00,9.66,29,Tesla,150,Tesla,2017,Yes,4.5,4,Monthly
EVS00334,41.904499,-87.677609, Hamburg,9:00-18:00,18.99,23,EVgo,50,Type 2,2023,Yes,4.2,4,Annually
EVS00335,19.597863,-99.052445, München,9:00-18:00,13.37,75,EVgo,350,"CCS, Tesla",2015,No,4.5,4,Quarterly
EVS00336,55.76433,37.69146, Hamburg,6:00-22:00,16.13,68,ChargePoint,22,CCS,2022,Yes,3.2,6,Quarterly
EVS00337,19.474788,-99.140204, München,6:00-22:00,17.36,78,Greenlots,150,"CHAdeMO, Tesla",2016,No,4.1,3,Annually
EVS00338,37.737093,-122.324957, Stuttgart,6:00-22:00,7.89,25,Greenlots,22,"Type 2, CHAdeMO",2013,No,4,6,Quarterly
EVS00339,-33.877944,151.243894, München,9:00-18:00,7.61,64,Greenlots,150,"CCS, Tesla",2021,No,4.9,2,Monthly
EVS00340,37.629959,126.958542, Stuttgart,24-Jul,4.15,25,Greenlots,22,Type 2,2017,No,3.6,8,Annually
EVS00341,20.755408,102.61065, München,6:00-22:00,10.98,43,Greenlots,350,Tesla,2016,Yes,3.1,2,Annually
EVS00342,37.602418,126.947429, Stuttgart,24-Jul,0.53,58,Tesla,150,CHAdeMO,2010,Yes,4.5,3,Monthly
EVS00343,19.433411,-99.162158, München,9:00-18:00,11.93,90,ChargePoint,50,CCS,2019,Yes,4.1,5,Quarterly
EVS00344,-33.745398,151.201046, München,24-Jul,17.55,25,Tesla,150,"CHAdeMO, CCS",2017,No,4.3,2,Annually
EVS00345,25.383933,55.314597, Köln,24-Jul,14.3,41,ChargePoint,22,"CHAdeMO, Type 2",2010,Yes,4.4,7,Quarterly
EVS00346,25.245784,55.372929, Köln,6:00-22:00,7.32,41,Greenlots,350,CCS,2017,No,3.2,6,Annually
EVS00347,55.854035,37.557335, Hamburg,9:00-18:00,16.3,79,Greenlots,50,"Tesla, CCS",2013,Yes,3.1,3,Quarterly
EVS00348,19.172802,72.81555, Leipzig,9:00-18:00,2.29,67,Ionity,50,"CHAdeMO, Tesla",2020,No,3.4,2,Quarterly
EVS00349,13.710356,100.451186, Berlin,9:00-18:00,10.53,74,EVgo,22,"Tesla, CCS",2020,No,4.8,10,Monthly
EVS00350,25.251899,55.307858, Köln,9:00-18:00,15.74,35,EVgo,150,CCS,2021,Yes,3.3,4,Annually
EVS00351,-27.21703,73.606328, Stuttgart,6:00-22:00,0.53,10,Ionity,150,Type 2,2016,Yes,3.3,8,Monthly
EVS00352,-33.873158,151.385773, München,6:00-22:00,13.41,63,Ionity,22,CCS,2015,No,4,1,Annually
EVS00353,-33.731862,18.53317, Stuttgart,6:00-22:00,12.27,89,Ionity,50,"Tesla, CHAdeMO",2015,Yes,3.8,10,Quarterly
EVS00354,13.715468,100.543204, Berlin,6:00-22:00,14.13,68,EVgo,350,CCS,2015,No,4.9,8,Monthly
EVS00355,-33.764415,151.325944, München,24-Jul,4.48,35,Greenlots,150,"Type 2, CHAdeMO",2018,Yes,4.2,1,Annually
EVS00356,37.869054,-122.422959, Stuttgart,6:00-22:00,18.87,86,ChargePoint,50,CHAdeMO,2014,No,4.4,8,Quarterly
EVS00357,37.794009,-122.439509, Stuttgart,9:00-18:00,14.6,66,Greenlots,22,"CHAdeMO, Type 2",2020,Yes,4.9,3,Monthly
EVS00358,34.110899,-118.290612,Frankfurt,9:00-18:00,17.81,37,Tesla,22,CHAdeMO,2021,No,3,9,Annually
EVS00359,18.923704,72.892975, Leipzig,6:00-22:00,13.7,13,Tesla,22,"CCS, Type 2",2023,No,4.1,5,Monthly
EVS00360,-33.863223,151.263504, München,6:00-22:00,4.37,73,ChargePoint,50,"CCS, Type 2",2014,No,4.3,8,Annually
EVS00361,7.193091,116.580502, Berlin,6:00-22:00,1.73,59,ChargePoint,150,"CHAdeMO, Tesla",2012,No,4.9,10,Monthly
EVS00362,-23.513198,-46.642926, Frankfurt,24-Jul,15.92,95,EVgo,22,"Tesla, CCS",2012,Yes,4.6,9,Annually
EVS00363,39.851482,116.465052, Leipzig,9:00-18:00,5.48,100,EVgo,50,"CCS, Tesla",2021,No,3.7,8,Monthly
EVS00364,13.814201,100.486573, Berlin,24-Jul,4.61,29,Tesla,50,Type 2,2014,No,3.4,3,Monthly
EVS00365,-33.895584,151.221415, München,6:00-22:00,10.33,36,EVgo,22,Type 2,2014,Yes,4.9,9,Monthly
EVS00366,-23.696274,-46.51625, Frankfurt,24-Jul,17.16,60,EVgo,50,"Type 2, Tesla",2020,Yes,4.4,2,Monthly
EVS00367,37.709186,-122.357548, Stuttgart,6:00-22:00,16.09,67,Ionity,350,"Tesla, CHAdeMO",2010,No,3.3,1,Annually
EVS00368,-33.811458,151.308165, München,6:00-22:00,0.78,24,ChargePoint,350,"CCS, Type 2",2018,No,4.9,10,Monthly
EVS00369,-23.56956,-46.521263, Frankfurt,9:00-18:00,7.78,78,EVgo,50,CHAdeMO,2020,No,3.2,3,Monthly
EVS00370,39.962196,116.212253, Leipzig,24-Jul,1.52,24,ChargePoint,350,CCS,2018,Yes,3,4,Annually
EVS00371,23.711631,107.088333, Hamburg,9:00-18:00,14.9,90,ChargePoint,50,"Type 2, CHAdeMO",2022,Yes,3.1,7,Monthly
EVS00372,34.004628,-118.301117,Frankfurt,9:00-18:00,10.79,95,Ionity,150,CHAdeMO,2017,No,4.3,3,Annually
EVS00373,41.809137,-87.787488, Hamburg,9:00-18:00,11.77,55,EVgo,150,"Type 2, Tesla",2017,No,4,10,Annually
EVS00374,13.700441,100.454487, Berlin,24-Jul,9.7,59,EVgo,350,"CCS, Type 2",2017,Yes,4,2,Quarterly
EVS00375,-23.665894,-46.609585, Frankfurt,6:00-22:00,12.62,97,ChargePoint,150,CCS,2015,Yes,3.4,10,Quarterly
EVS00376,19.187425,72.935019, Leipzig,24-Jul,11.69,50,Tesla,350,"Type 2, CCS",2010,Yes,4.7,4,Monthly
EVS00377,37.589454,126.985607, Stuttgart,9:00-18:00,12.7,45,EVgo,350,Tesla,2023,Yes,3.9,1,Monthly
EVS00378,-33.783232,18.535327, Stuttgart,24-Jul,19.67,78,Ionity,22,CHAdeMO,2015,No,4.3,3,Quarterly
EVS00379,25.374825,55.31063, Köln,9:00-18:00,17.14,73,ChargePoint,22,"Type 2, Tesla",2012,No,4.1,1,Annually
EVS00380,39.91428,116.222656, Leipzig,24-Jul,19.6,84,Greenlots,150,"Type 2, CCS",2020,Yes,3.9,4,Quarterly
EVS00381,27.853343,147.665148, Berlin,24-Jul,1.29,27,Tesla,22,"CHAdeMO, CCS",2022,No,3.8,2,Annually
EVS00382,41.919655,-87.675176, Hamburg,9:00-18:00,9.61,40,Tesla,150,CHAdeMO,2023,Yes,3.4,2,Quarterly
EVS00383,43.763748,-79.399078, Stuttgart,24-Jul,18.25,79,EVgo,350,CCS,2013,Yes,4.7,2,Monthly
EVS00384,-33.70717,151.346689, München,24-Jul,7.58,93,Greenlots,50,CCS,2016,Yes,3.6,2,Quarterly
EVS00385,43.692397,-79.430859, Stuttgart,9:00-18:00,17.77,55,EVgo,150,CHAdeMO,2010,Yes,3.6,4,Quarterly
EVS00386,13.827106,100.477398, Berlin,6:00-22:00,14.02,32,ChargePoint,22,CCS,2015,Yes,4.3,10,Quarterly
EVS00387,25.318358,55.293287, Köln,24-Jul,14.48,28,Tesla,50,Tesla,2016,Yes,4.3,9,Annually
EVS00388,39.983675,116.490375, Leipzig,6:00-22:00,13.33,75,Tesla,150,"CCS, Tesla",2022,No,3.9,9,Monthly
EVS00389,-33.829497,151.234793, München,6:00-22:00,12.3,90,ChargePoint,150,Tesla,2010,Yes,3.7,8,Annually
EVS00390,39.990884,116.203772, Leipzig,6:00-22:00,17.6,35,EVgo,150,"CHAdeMO, CCS",2022,No,4.6,2,Annually
EVS00391,66.871364,-151.692426, Hamburg,6:00-22:00,1.92,34,ChargePoint,150,"Tesla, Type 2",2020,Yes,4.1,4,Monthly
EVS00392,39.850412,116.424857, Leipzig,6:00-22:00,5.67,69,EVgo,22,Tesla,2023,Yes,4.3,8,Quarterly
EVS00393,43.734647,-79.341355, Stuttgart,6:00-22:00,16.58,78,Greenlots,150,"CHAdeMO, Tesla",2012,No,3.3,10,Annually
EVS00394,-33.826169,151.386292, München,9:00-18:00,13.17,46,Greenlots,150,Type 2,2016,No,3.2,1,Annually
EVS00395,-23.535777,-46.535429, Frankfurt,9:00-18:00,5.14,25,EVgo,50,CHAdeMO,2023,Yes,3,1,Annually
EVS00396,-23.67397,-46.58952, Frankfurt,9:00-18:00,1.14,84,ChargePoint,50,"Type 2, CHAdeMO",2018,Yes,3.3,8,Monthly
EVS00397,-33.857883,18.402777, Stuttgart,9:00-18:00,5.57,95,EVgo,150,"CHAdeMO, CCS",2013,Yes,4.4,8,Annually
EVS00398,37.555692,127.094265, Stuttgart,6:00-22:00,2.21,92,Tesla,50,CCS,2022,Yes,4.3,4,Quarterly
EVS00399,-23.592073,-46.613848, Frankfurt,9:00-18:00,18.65,75,Ionity,150,"Type 2, CHAdeMO",2015,Yes,4.9,2,Annually
EVS00400,41.861129,-87.687951, Hamburg,9:00-18:00,11.26,80,Tesla,150,CHAdeMO,2019,No,4.2,8,Annually
EVS00401,-30.225616,138.749389, Frankfurt,6:00-22:00,11.19,36,EVgo,50,Type 2,2018,No,3.3,10,Monthly
EVS00402,43.730545,-79.393457, Stuttgart,24-Jul,13.13,57,Tesla,22,CCS,2010,No,4.4,3,Monthly
EVS00403,19.51328,-99.124675, München,24-Jul,19.65,90,ChargePoint,150,"CCS, Type 2",2019,No,3.3,9,Annually
EVS00404,-23.592921,-46.640083, Frankfurt,24-Jul,1.13,49,Tesla,22,CCS,2015,Yes,4.1,9,Monthly
